Tono	PROPN	Tono
continuity	NOUN	continuity
of	ADP	of
the	DET	the
species	NOUN	specie
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
But	CCONJ	but
it	PRON	it
does	AUX	do
n't	PART	not
,	PUNCT	,
”	PUNCT	""""
said	VERB	say
Ewart	PROPN	Ewart
.	PUNCT	.
“	PUNCT	""""
That	DET	that
's	AUX	be
just	ADV	just
it	PRON	it
!	PUNCT	!
No	INTJ	no
.	PUNCT	.
I	PRON	I
have	AUX	have
succumbed	VERB	succumb
to	ADP	to
—	PUNCT	—
dissipation	NOUN	dissipation
—	PUNCT	—
down	ADP	down
the	DET	the
hill	NOUN	hill
there	ADV	there
.	PUNCT	.
Euston	PROPN	Euston
Road	PROPN	Road
way	NOUN	way
.	PUNCT	.
And	CCONJ	and
it	PRON	it
was	AUX	be
damned	ADV	damned
ugly	ADJ	ugly
and	CCONJ	and
mean	ADJ	mean
,	PUNCT	,
and	CCONJ	and
I	PRON	I
hate	VERB	hate
having	VERB	have
done	VERB	do
it	PRON	it
.	PUNCT	.
And	CCONJ	and
the	DET	the
continuity	NOUN	continuity
of	ADP	of
the	DET	the
species	NOUN	specie
—	PUNCT	—
Lord	INTJ	lord
!	PUNCT	!
...	PUNCT	...
And	CCONJ	and
why	SCONJ	why
does	AUX	do
Nature	PROPN	Nature
make	VERB	make
a	DET	a
man	NOUN	man
so	ADV	so
infernally	ADV	infernally
ready	ADJ	ready
for	ADP	for
drinks	NOUN	drink
?	PUNCT	?
There	PRON	there
's	AUX	be
no	DET	no
sense	NOUN	sense
in	ADP	in
that	DET	that
anyhow	ADV	anyhow
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
sat	VERB	sit
up	ADP	up
in	ADP	in
bed	NOUN	bed
,	PUNCT	,
to	PART	to
put	VERB	put
this	DET	this
question	NOUN	question
with	ADP	with
the	DET	the
greater	ADJ	great
earnestness	NOUN	earnestness
.	PUNCT	.
“	PUNCT	""""
And	CCONJ	and
why	SCONJ	why
has	AUX	have
she	PRON	she
given	VERB	give
me	PRON	I
a	DET	a
most	ADV	most
violent	ADJ	violent
desire	NOUN	desire
towards	ADP	towards
sculpture	NOUN	sculpture
and	CCONJ	and
an	DET	an
equally	ADV	equally
violent	ADJ	violent
desire	NOUN	desire
to	PART	to
leave	VERB	leave
off	ADP	off
work	NOUN	work
directly	ADV	directly
I	PRON	I
begin	VERB	begin
it	PRON	it
,	PUNCT	,
eh	INTJ	eh
?	PUNCT	?
...	PUNCT	...
Let	VERB	let
's	PRON	us
have	AUX	have
some	DET	some
more	ADJ	more
coffee	NOUN	coffee
.	PUNCT	.
I	PRON	I
put	VERB	put
it	PRON	it
to	ADP	to
you	PRON	you
,	PUNCT	,
these	DET	these
things	NOUN	thing
puzzle	VERB	puzzle
me	PRON	I
,	PUNCT	,
Ponderevo	PROPN	Ponderevo
.	PUNCT	.
They	PRON	they
dishearten	VERB	dishearten
me	PRON	I
.	PUNCT	.
They	PRON	they
keep	VERB	keep
me	PRON	I
in	ADP	in
bed	NOUN	bed
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
had	AUX	have
an	DET	an
air	NOUN	air
of	ADP	of
having	VERB	have
saved	VERB	save
up	ADP	up
these	DET	these
difficulties	NOUN	difficulty
for	ADP	for
me	PRON	I
for	ADP	for
some	NOUN	some
time	NOUN	time
.	PUNCT	.
He	PRON	he
sat	VERB	sit
with	ADP	with
his	PRON	his
chin	NOUN	chin
almost	ADV	almost
touching	VERB	touch
his	PRON	his
knees	NOUN	knee
,	PUNCT	,
sucking	VERB	suck
at	ADP	at
his	PRON	his
pipe	NOUN	pipe
.	PUNCT	.
“	PUNCT	""""
That	DET	that
's	AUX	be
what	PRON	what
I	PRON	I
mean	VERB	mean
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
went	VERB	go
on	ADV	on
,	PUNCT	,
“	PUNCT	""""
when	SCONJ	when
I	PRON	I
say	VERB	say
life	NOUN	life
is	AUX	be
getting	VERB	get
on	ADP	on
to	ADP	to
me	PRON	I
as	ADV	as
extraordinarily	ADV	extraordinarily
queer	ADJ	queer
,	PUNCT	,
I	PRON	I
do	AUX	do
n't	PART	not
see	VERB	see
my	PRON	my
game	NOUN	game
,	PUNCT	,
nor	CCONJ	nor
why	SCONJ	why
I	PRON	I
was	AUX	be
invited	VERB	invite
.	PUNCT	.
And	CCONJ	and
I	PRON	I
do	AUX	do
n't	PART	not
make	VERB	make
anything	PRON	anything
of	ADP	of
the	DET	the
world	NOUN	world
outside	ADV	outside
either	ADV	either
.	PUNCT	.
What	PRON	what
do	AUX	do
_	X	_
you	PRON	you
_	SYM	_
make	VERB	make
of	ADP	of
it	PRON	it
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
London	PROPN	London
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
began	VERB	begin
.	PUNCT	.
“	PUNCT	""""
It's	PRON	it's
—	PUNCT	—
so	ADV	so
enormous	ADJ	enormous
!	PUNCT	!
”	PUNCT	""""
“	PUNCT	""""
Is	AUX	be
n't	PART	not
it	PRON	it
!	PUNCT	!
And	CCONJ	and
it	PRON	it
's	AUX	be
all	DET	all
up	ADP	up
to	ADP	to
nothing	PRON	nothing
.	PUNCT	.
You	PRON	you
find	VERB	find
chaps	NOUN	chap
keeping	VERB	keep
grocers	NOUN	grocer
'	PART	'
shops	NOUN	shop
—	PUNCT	—
why	SCONJ	why
the	DET	the
_	X	_
devil	NOUN	devil
_	X	_
,	PUNCT	,
Ponderevo	PROPN	Ponderevo
,	PUNCT	,
do	AUX	do
they	PRON	they
keep	VERB	keep
grocers	NOUN	grocer
'	PART	'
shops	NOUN	shop
?	PUNCT	?
They	PRON	they
all	DET	all
do	AUX	do
it	PRON	it
very	ADV	very
carefully	ADV	carefully
,	PUNCT	,
very	ADV	very
steadily	ADV	steadily
,	PUNCT	,
very	ADV	very
meanly	ADV	meanly
.	PUNCT	.
You	PRON	you
find	VERB	find
people	NOUN	people
running	VERB	run
about	ADV	about
and	CCONJ	and
doing	VERB	do
the	DET	the
most	ADV	most
remarkable	ADJ	remarkable
things	NOUN	thing
being	AUX	be
policemen	NOUN	policeman
,	PUNCT	,
for	ADP	for
example	NOUN	example
,	PUNCT	,
and	CCONJ	and
burglars	NOUN	burglar
.	PUNCT	.
They	PRON	they
go	VERB	go
about	ADP	about
these	DET	these
businesses	NOUN	business
quite	ADV	quite
gravely	ADV	gravely
and	CCONJ	and
earnestly	ADV	earnestly
.	PUNCT	.
I	PRON	I
somehow	ADV	somehow
—	PUNCT	—
can't	ADV	can't
go	VERB	go
about	ADP	about
mine	PRON	mine
.	PUNCT	.
Is	AUX	be
there	PRON	there
any	DET	any
sense	NOUN	sense
in	ADP	in
it	PRON	it
at	ADV	at
all	ADV	all
—	PUNCT	—
anywhere	ADV	anywhere
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
There	PRON	there
must	AUX	must
be	AUX	be
sense	NOUN	sense
in	ADP	in
it	PRON	it
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
We	PRON	we
're	AUX	be
young	ADJ	young
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
We	PRON	we
're	AUX	be
young	ADJ	young
—	PUNCT	—
yes	INTJ	yes
.	PUNCT	.
But	CCONJ	but
one	PRON	one
must	AUX	must
inquire	VERB	inquire
.	PUNCT	.
The	DET	the
grocer	NOUN	grocer
's	AUX	be
a	DET	a
grocer	NOUN	grocer
because	SCONJ	because
,	PUNCT	,
I	PRON	I
suppose	VERB	suppose
,	PUNCT	,
he	PRON	he
sees	VERB	see
he	PRON	he
comes	VERB	come
in	ADP	in
there	ADV	there
.	PUNCT	.
Feels	VERB	feel
that	SCONJ	that
on	ADP	on
the	DET	the
whole	NOUN	whole
it	PRON	it
amounts	VERB	amount
to	ADP	to
a	DET	a
call	NOUN	call
....	PUNCT	....
But	CCONJ	but
the	DET	the
bother	NOUN	bother
is	AUX	be
I	PRON	I
do	AUX	do
n't	PART	not
see	VERB	see
where	SCONJ	where
I	PRON	I
come	VERB	come
in	ADP	in
at	ADV	at
all	ADV	all
.	PUNCT	.
Do	AUX	do
you	PRON	you
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
Where	SCONJ	where
_	PUNCT	_
you	PRON	you
_	PUNCT	_
come	VERB	come
in	ADP	in
?	PUNCT	?
”	PUNCT	""""
“	PUNCT	""""
No	INTJ	no
,	PUNCT	,
where	SCONJ	where
_	PUNCT	_
you	PRON	you
_	PUNCT	_
come	VERB	come
in	ADP	in
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Not	PART	not
exactly	ADV	exactly
,	PUNCT	,
yet	ADV	yet
,	PUNCT	,
”	PUNCT	""""
I	PRON	I
said	VERB	say
.	PUNCT	.
“	PUNCT	""""
I	PRON	I
want	VERB	want
to	PART	to
do	AUX	do
some	DET	some
good	NOUN	good
in	ADP	in
the	DET	the
world	NOUN	world
—	PUNCT	—
something	PRON	something
—	PUNCT	—
something	PRON	something
effectual	ADJ	effectual
,	PUNCT	,
before	ADP	before
I	PRON	I
die	VERB	die
.	PUNCT	.
I	PRON	I
have	AUX	have
a	DET	a
sort	NOUN	sort
of	ADP	of
idea	NOUN	idea
my	PRON	my
scientific	ADJ	scientific
work	NOUN	work
—	PUNCT	—
I	PRON	I
do	AUX	do
n't	PART	not
know	VERB	know
.	PUNCT	.
”	PUNCT	""""
“	PUNCT	""""
Yes	INTJ	yes
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
mused	VERB	muse
.	PUNCT	.
“	PUNCT	""""
And	CCONJ	and
I	PRON	I
've	AUX	have
got	VERB	get
a	DET	a
sort	NOUN	sort
of	ADP	of
idea	NOUN	idea
my	PRON	my
sculpture,—but	CCONJ	sculpture,—but
_	X	_
how	SCONJ	how
_	X	_
it	PRON	it
is	AUX	be
to	PART	to
come	VERB	come
in	ADV	in
and	CCONJ	and
_	PUNCT	_
why_,—I've	PUNCT	why_,—I've
no	DET	no
idea	NOUN	idea
at	ADV	at
all	ADV	all
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
hugged	VERB	hug
his	PRON	his
knees	NOUN	knee
for	ADP	for
a	DET	a
space	NOUN	space
.	PUNCT	.
“	PUNCT	""""
That	DET	that
's	AUX	be
what	PRON	what
puzzles	VERB	puzzle
me	PRON	I
,	PUNCT	,
Ponderevo	PROPN	Ponderevo
,	PUNCT	,
no	DET	no
end	NOUN	end
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
became	VERB	become
animated	ADJ	animated
.	PUNCT	.
“	PUNCT	""""
If	SCONJ	if
you	PRON	you
will	AUX	will
look	VERB	look
in	ADP	in
that	DET	that
cupboard	NOUN	cupboard
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
“	PUNCT	""""
you	PRON	you
will	AUX	will
find	VERB	find
an	DET	an
old	ADJ	old
respectable	ADJ	respectable
looking	VERB	look
roll	NOUN	roll
on	ADP	on
a	DET	a
plate	NOUN	plate
and	CCONJ	and
a	DET	a
knife	NOUN	knife
somewhere	ADV	somewhere
and	CCONJ	and
a	DET	a
gallipot	NOUN	gallipot
containing	VERB	contain
butter	NOUN	butter
.	PUNCT	.
You	PRON	you
give	VERB	give
them	PRON	they
me	PRON	I
and	CCONJ	and
I	PRON	I
'll	AUX	will
make	VERB	make
my	PRON	my
breakfast	NOUN	breakfast
,	PUNCT	,
and	CCONJ	and
then	ADV	then
if	SCONJ	if
you	PRON	you
do	AUX	do
n't	PART	not
mind	VERB	mind
watching	VERB	watch
me	PRON	I
paddle	VERB	paddle
about	ADV	about
at	ADP	at
my	PRON	my
simple	ADJ	simple
toilet	NOUN	toilet
I	PRON	I
'll	AUX	will
get	VERB	get
up	ADP	up
.	PUNCT	.
Then	ADV	then
we	PRON	we
'll	AUX	will
go	VERB	go
for	ADP	for
a	DET	a
walk	NOUN	walk
and	CCONJ	and
talk	VERB	talk
about	ADP	about
this	DET	this
affair	NOUN	affair
of	ADP	of
life	NOUN	life
further	ADV	far
.	PUNCT	.
And	CCONJ	and
about	ADP	about
Art	NOUN	art
and	CCONJ	and
Literature	NOUN	literature
and	CCONJ	and
anything	PRON	anything
else	ADV	else
that	PRON	that
crops	VERB	crop
up	ADP	up
on	ADP	on
the	DET	the
way	NOUN	way
....	PUNCT	....
Yes	INTJ	yes
,	PUNCT	,
that	DET	that
's	AUX	be
the	DET	the
gallipot	NOUN	gallipot
.	PUNCT	.
Cockroach	NOUN	cockroach
got	VERB	get
in	ADP	in
it	PRON	it
?	PUNCT	?
Chuck	VERB	chuck
him	PRON	he
out	ADP	out
—	PUNCT	—
damned	ADJ	damned
interloper	NOUN	interloper
....	PUNCT	....
”	PUNCT	""""
So	ADV	so
in	ADP	in
the	DET	the
first	ADJ	first
five	NUM	five
minutes	NOUN	minute
of	ADP	of
our	PRON	our
talk	NOUN	talk
,	PUNCT	,
as	ADP	as
I	PRON	I
seem	VERB	seem
to	PART	to
remember	VERB	remember
it	PRON	it
now	ADV	now
,	PUNCT	,
old	ADJ	old
Ewart	PROPN	Ewart
struck	VERB	strike
the	DET	the
note	NOUN	note
that	PRON	that
ran	VERB	run
through	ADP	through
all	DET	all
that	DET	that
morning	NOUN	morning
's	PART	's
intercourse	NOUN	intercourse
....	PUNCT	....
To	ADP	to
me	PRON	I
it	PRON	it
was	AUX	be
a	DET	a
most	ADV	most
memorable	ADJ	memorable
talk	NOUN	talk
because	SCONJ	because
it	PRON	it
opened	VERB	open
out	ADP	out
quite	ADJ	quite
new	NOUN	new
horizons	NOUN	horizon
of	ADP	of
thought	NOUN	thought
.	PUNCT	.
I	PRON	I
'd	AUX	would
been	AUX	be
working	VERB	work
rather	ADV	rather
close	ADV	close
and	CCONJ	and
out	ADP	out
of	ADP	of
touch	NOUN	touch
with	ADP	with
Ewart	PROPN	Ewart
's	PART	's
free	ADJ	free
gesticulating	VERB	gesticulate
way	NOUN	way
.	PUNCT	.
He	PRON	he
was	AUX	be
pessimistic	ADJ	pessimistic
that	DET	that
day	NOUN	day
and	CCONJ	and
sceptical	ADJ	sceptical
to	ADP	to
the	DET	the
very	ADJ	very
root	NOUN	root
of	ADP	of
things	NOUN	thing
.	PUNCT	.
He	PRON	he
made	VERB	make
me	PRON	I
feel	VERB	feel
clearly	ADV	clearly
,	PUNCT	,
what	PRON	what
I	PRON	I
had	AUX	have
not	PART	not
felt	VERB	feel
at	ADV	at
all	ADV	all
before	ADV	before
,	PUNCT	,
the	DET	the
general	ADJ	general
adventurousness	NOUN	adventurousness
of	ADP	of
life	NOUN	life
,	PUNCT	,
particularly	ADV	particularly
of	ADP	of
life	NOUN	life
at	ADP	at
the	DET	the
stage	NOUN	stage
we	PRON	we
had	AUX	have
reached	VERB	reach
,	PUNCT	,
and	CCONJ	and
also	ADV	also
the	DET	the
absence	NOUN	absence
of	ADP	of
definite	ADJ	definite
objects	NOUN	object
,	PUNCT	,
of	ADP	of
any	DET	any
concerted	ADJ	concerted
purpose	NOUN	purpose
in	ADP	in
the	DET	the
lives	NOUN	life
that	PRON	that
were	AUX	be
going	VERB	go
on	ADP	on
all	DET	all
round	ADP	round
us	PRON	we
.	PUNCT	.
He	PRON	he
made	VERB	make
me	PRON	I
feel	VERB	feel
,	PUNCT	,
too	ADV	too
,	PUNCT	,
how	SCONJ	how
ready	ADJ	ready
I	PRON	I
was	AUX	be
to	PART	to
take	VERB	take
up	ADP	up
commonplace	ADJ	commonplace
assumptions	NOUN	assumption
.	PUNCT	.
Just	ADV	just
as	ADP	as
I	PRON	I
had	AUX	have
always	ADV	always
imagined	VERB	imagine
that	SCONJ	that
somewhere	ADV	somewhere
in	ADP	in
social	ADJ	social
arrangements	NOUN	arrangement
there	PRON	there
was	AUX	be
certainly	ADV	certainly
a	DET	a
Head	PROPN	Head
-	PUNCT	-
Master	PROPN	Master
who	PRON	who
would	AUX	would
intervene	VERB	intervene
if	SCONJ	if
one	PRON	one
went	VERB	go
too	ADV	too
far	ADV	far
,	PUNCT	,
so	ADV	so
I	PRON	I
had	AUX	have
always	ADV	always
had	AUX	have
a	DET	a
sort	NOUN	sort
of	ADP	of
implicit	ADJ	implicit
belief	NOUN	belief
that	SCONJ	that
in	ADP	in
our	PRON	our
England	PROPN	England
there	PRON	there
were	AUX	be
somewhere	ADV	somewhere
people	NOUN	people
who	PRON	who
understood	VERB	understand
what	PRON	what
we	PRON	we
were	AUX	be
all	DET	all
,	PUNCT	,
as	ADP	as
a	DET	a
nation	NOUN	nation
,	PUNCT	,
about	ADP	about
.	PUNCT	.
That	DET	that
crumpled	VERB	crumple
into	ADP	into
his	PRON	his
pit	NOUN	pit
of	ADP	of
doubt	NOUN	doubt
and	CCONJ	and
vanished	VERB	vanish
.	PUNCT	.
He	PRON	he
brought	VERB	bring
out	ADP	out
,	PUNCT	,
sharply	ADV	sharply
cut	VERB	cut
and	CCONJ	and
certain	ADJ	certain
,	PUNCT	,
the	DET	the
immense	ADJ	immense
effect	NOUN	effect
of	ADP	of
purposelessness	NOUN	purposelessness
in	ADP	in
London	PROPN	London
that	PRON	that
I	PRON	I
was	AUX	be
already	ADV	already
indistinctly	ADV	indistinctly
feeling	VERB	feel
.	PUNCT	.
We	PRON	we
found	VERB	find
ourselves	PRON	ourselves
at	ADP	at
last	ADV	last
returning	VERB	return
through	ADP	through
Highgate	PROPN	Highgate
Cemetery	PROPN	Cemetery
and	CCONJ	and
Waterlow	PROPN	Waterlow
Park	PROPN	Park
—	PUNCT	—
and	CCONJ	and
Ewart	PROPN	Ewart
was	AUX	be
talking	VERB	talk
.	PUNCT	.
“	PUNCT	""""
Look	VERB	look
at	ADP	at
it	PRON	it
there	ADV	there
,	PUNCT	,
”	PUNCT	""""
he	PRON	he
said	VERB	say
,	PUNCT	,
stopping	VERB	stop
and	CCONJ	and
pointing	VERB	point
to	ADP	to
the	DET	the
great	ADJ	great
vale	NOUN	vale
of	ADP	of
London	PROPN	London
spreading	VERB	spread
wide	ADV	wide
and	CCONJ	and
far	ADV	far
.	PUNCT	.
“	PUNCT	""""
It	PRON	it
's	AUX	be
like	ADP	like
a	DET	a
sea	NOUN	sea
—	PUNCT	—
and	CCONJ	and
we	PRON	we
swim	VERB	swim
in	ADP	in
it	PRON	it
.	PUNCT	.
And	CCONJ	and
at	ADP	at
last	ADV	last
down	ADV	down
we	PRON	we
go	VERB	go
,	PUNCT	,
and	CCONJ	and
then	ADV	then
up	ADP	up
we	PRON	we
come	VERB	come
—	PUNCT	—
washed	VERB	wash
up	ADP	up
here	ADV	here
.	PUNCT	.
”	PUNCT	""""
He	PRON	he
swung	VERB	swing
his	PRON	his
arms	NOUN	arm
to	ADP	to
the	DET	the
long	ADJ	long
slopes	NOUN	slope
about	ADP	about
us	PRON	we
,	PUNCT	,
tombs	NOUN	tomb
and	CCONJ	and
headstones	NOUN	headstone
in	ADP	in
long	ADJ	long
perspectives	NOUN	perspective
,	PUNCT	,
in	ADP	in
limitless	ADJ	limitless
rows	NOUN	row
.	PUNCT	.
“	PUNCT	""""
We	PRON	we
're	AUX	be
young	ADJ	young
,	PUNCT	,
Ponderevo	PROPN	Ponderevo
,	PUNCT	,
but	CCONJ	but
sooner	ADV	soon
or	CCONJ	or
later	ADV	later
our	PRON	our
whitened	VERB	whiten
memories	NOUN	memory
will	AUX	will
wash	VERB	wash
up	ADP	up
on	ADP	on
one	NUM	one
of	ADP	of
these	DET	these
beaches	NOUN	beach
,	PUNCT	,
on	ADP	on
some	DET	some
such	ADJ	such
beach	NOUN	beach
as	ADP	as
this	DET	this
.	PUNCT	.
George	PROPN	George
Ponderevo	PROPN	Ponderevo
,	PUNCT	,
F.R.S.	PROPN	F.R.S.
,	PUNCT	,
Sidney	PROPN	Sidney
Ewart	PROPN	Ewart
,	PUNCT	,
R.I.P.	PROPN	R.I.P.
Look	VERB	look
at	ADP	at
the	DET	the
rows	NOUN	row
of	ADP	of
'em	PRON	them
!	PUNCT	!
”	PUNCT	""""
He	PRON	he
paused	VERB	pause
.	PUNCT	.
“	PUNCT	""""
Do	AUX	do
you	PRON	you
see	VERB	see
that	DET	that
hand	NOUN	hand
?	PUNCT	?
The	DET	the
hand	NOUN	hand
,	PUNCT	,
I	PRON	I
mean	VERB	mean
,	PUNCT	,
pointing	VERB	point
upward	ADV	upward
,	PUNCT	,
on	ADP	on
the	DET	the
top	NOUN	top
of	ADP	of
a	DET	a
blunted	ADJ	blunted
obelisk	NOUN	obelisk
.	PUNCT	.
Yes	INTJ	yes
.	PUNCT	.
Well	INTJ	well
,	PUNCT	,
that	DET	that
's	AUX	be
what	PRON	what
I	PRON	I
do	AUX	do
for	ADP	for
a	DET	a
living	NOUN	living
—	PUNCT	—
when	SCONJ	when
I	PRON	I
'm	AUX	be
not	PART	not
thinking	VERB	think
,	PUNCT	,
or	CCONJ	or
drinking	VERB	drink
,	PUNCT	,
or	CCONJ	or
prowling	VERB	prowl
,	PUNCT	,
or	CCONJ	or
making	VERB	make
love	NOUN	love
,	PUNCT	,
or	CCONJ	or
pretending	VERB	pretend
I	PRON	I
'm	AUX	be
trying	VERB	try
to	PART	to
be	AUX	be
a	DET	a
sculptor	NOUN	sculptor
without	ADP	without
either	CCONJ	either
the	DET	the
money	NOUN	money
or	CCONJ	or
the	DET	the
morals	NOUN	moral
for	ADP	for
a	DET	a
model	NOUN	model
.	PUNCT	.
See	VERB	see
?	PUNCT	?
And	CCONJ	and
I	PRON	I
do	AUX	do
those	DET	those
hearts	NOUN	heart
afire	ADV	afire
and	CCONJ	and
those	DET	those
pensive	ADJ	pensive
angel	NOUN	angel
guardians	NOUN	guardian
with	ADP	with
the	DET	the
palm	NOUN	palm
of	ADP	of
peace	NOUN	peace
.	PUNCT	.
Damned	ADJ	damned
well	ADV	well
I	PRON	I
do	AUX	do
'em	PRON	them
and	CCONJ	and
damned	ADV	damned
cheap	ADV	cheap
!	PUNCT	!
I	PRON	I
'm	AUX	be
a	DET	a
sweated	VERB	sweat
victim	NOUN	victim
,	PUNCT	,
Ponderevo	PROPN	Ponderevo
...	PUNCT	...
”	PUNCT	""""
That	DET	that
was	AUX	be
the	DET	the
way	NOUN	way
of	ADP	of
it	PRON	it
,	PUNCT	,
anyhow	ADV	anyhow
.	PUNCT	.
I	PRON	I
drank	VERB	drink
deep	ADV	deep
of	ADP	of
talk	NOUN	talk
that	DET	that
day	NOUN	day
;	PUNCT	;
we	PRON	we
went	VERB	go
into	ADP	into
theology	NOUN	theology
,	PUNCT	,
into	ADP	into
philosophy	NOUN	philosophy
;	PUNCT	;
I	PRON	I
had	AUX	have
my	PRON	my
first	ADJ	first
glimpse	NOUN	glimpse
of	ADP	of
socialism	NOUN	socialism
.	PUNCT	.
I	PRON	I
felt	VERB	feel
as	ADP	as
though	SCONJ	though
I	PRON	I
had	AUX	have
been	AUX	be
silent	ADJ	silent
in	ADP	in
a	DET	a
silence	NOUN	silence
since	SCONJ	since
I	PRON	I
and	CCONJ	and
he	PRON	he
had	AUX	have
parted	VERB	part
.	PUNCT	.
At	ADP	at
the	DET	the
thought	NOUN	thought
of	ADP	of
socialism	NOUN	socialism
Ewart	PROPN	Ewart
's	PART	's
moods	NOUN	mood
changed	VERB	change
for	ADP	for
a	DET	a
time	NOUN	time
to	ADP	to
a	DET	a
sort	NOUN	sort
of	ADP	of
energy	NOUN	energy
.	PUNCT	.
“	PUNCT	""""
After	ADV	after
all	ADV	all
,	PUNCT	,
all	DET	all
this	DET	this
confounded	VERB	confound
vagueness	NOUN	vagueness
_	PUNCT	_
might	AUX	might
_	PUNCT	_
be	VERB	be
altered	VERB	alter
.	PUNCT	.
If	SCONJ	if
you	PRON	you
could	AUX	could
get	VERB	get
men	NOUN	man
to	PART	to
work	VERB	work
together	ADV	together
...	PUNCT	...
”	PUNCT	""""
It	PRON	it
was	AUX	be
a	DET	a
good	ADJ	good
talk	NOUN	talk
that	PRON	that
rambled	VERB	ramble
through	ADP	through
all	DET	all
the	DET	the
universe	NOUN	universe
.	PUNCT	.
I	PRON	I
thought	VERB	think
I	PRON	I
was	AUX	be
giving	VERB	give
my	PRON	my
mind	NOUN	mind
refreshment	NOUN	refreshment
,	PUNCT	,
but	CCONJ	but
indeed	ADV	indeed
it	PRON	it
was	AUX	be
dissipation	NOUN	dissipation
.	PUNCT	.
All	DET	all
sorts	NOUN	sort
of	ADP	of
ideas	NOUN	idea
,	PUNCT	,
even	ADV	even
now	ADV	now
,	PUNCT	,
carry	VERB	carry
me	PRON	I
back	ADV	back
as	ADP	as
it	PRON	it
were	AUX	be
to	ADP	to
a	DET	a
fountain	NOUN	fountain
-	PUNCT	-
head	NOUN	head
,	PUNCT	,
to	ADP	to
Waterlow	PROPN	Waterlow
Park	PROPN	Park
and	CCONJ	and
my	PRON	my
resuscitated	VERB	resuscitate
Ewart	PROPN	Ewart
.	PUNCT	.
There	PRON	there
stretches	VERB	stretch
away	ADV	away
south	ADV	south
of	ADP	of
us	PRON	we
long	ADJ	long
garden	NOUN	garden
slopes	NOUN	slope
and	CCONJ	and
white	ADJ	white
gravestones	NOUN	gravestone
and	CCONJ	and
the	DET	the
wide	ADJ	wide
expanse	NOUN	expanse
of	ADP	of
London	PROPN	London
,	PUNCT	,
and	CCONJ	and
somewhere	ADV	somewhere
in	ADP	in
the	DET	the
picture	NOUN	picture
is	AUX	be
a	DET	a
red	ADJ	red
old	ADJ	old
wall	NOUN	wall
,	PUNCT	,
sun	NOUN	sun
-	PUNCT	-
warmed	VERB	warm
,	PUNCT	,
and	CCONJ	and
a	DET	a
great	ADJ	great
blaze	NOUN	blaze
of	ADP	of
Michaelmas	PROPN	Michaelmas
daisies	NOUN	daisy
set	VERB	set
off	ADP	off
with	ADP	with
late	ADJ	late
golden	ADJ	golden
sunflowers	NOUN	sunflower
and	CCONJ	and
a	DET	a
drift	NOUN	drift
of	ADP	of
mottled	ADJ	mottled
,	PUNCT	,
blood	NOUN	blood
-	PUNCT	-
red	ADJ	red
,	PUNCT	,
fallen	ADJ	fallen
leaves	NOUN	leave
.	PUNCT	.
It	PRON	it
was	AUX	be
with	ADP	with
me	PRON	I
that	DET	that
day	NOUN	day
as	ADP	as
though	SCONJ	though
I	PRON	I
had	AUX	have
lifted	VERB	lift
my	PRON	my
head	NOUN	head
suddenly	ADV	suddenly
out	ADP	out
of	ADP	of
dull	ADJ	dull
and	CCONJ	and
immediate	ADJ	immediate
things	NOUN	thing
and	CCONJ	and
looked	VERB	look
at	ADP	at
life	NOUN	life
altogether	ADV	altogether
....	PUNCT	....
But	CCONJ	but
it	PRON	it
played	VERB	play
the	DET	the
very	ADJ	very
devil	NOUN	devil
with	ADP	with
the	DET	the
copying	NOUN	copying
up	ADP	up
of	ADP	of
my	PRON	my
arrears	NOUN	arrear
of	ADP	of
notes	NOUN	note
to	PART	to
which	DET	which
I	PRON	I
had	AUX	have
vowed	VERB	vow
the	DET	the
latter	ADJ	latt
half	NOUN	half
of	ADP	of
that	DET	that
day	NOUN	day
.	PUNCT	.
After	ADP	after
that	DET	that
reunion	NOUN	reunion
Ewart	PROPN	Ewart
and	CCONJ	and
I	PRON	I
met	VERB	meet
much	ADV	much
and	CCONJ	and
talked	VERB	talk
much	ADV	much
,	PUNCT	,
and	CCONJ	and
in	ADP	in
our	PRON	our
subsequent	ADJ	subsequent
encounters	NOUN	encounter
his	PRON	his
monologue	NOUN	monologue
was	AUX	be
interrupted	VERB	interrupt
and	CCONJ	and
I	PRON	I
took	VERB	take
my	PRON	my
share	NOUN	share
.	PUNCT	.
He	PRON	he
had	AUX	have
exercised	VERB	exercise
me	PRON	I
so	ADV	so
